x-axis,1
second,Volt
+998.205640000E-03,+375.000000000E-03
+998.205645000E-03,+375.000000000E-03
+998.205650000E-03,+375.000000000E-03
+998.205655000E-03,+406.249999328E-03
+998.205660000E-03,+375.000000862E-03
+998.205665000E-03,+375.000000000E-03
+998.205670000E-03,+375.000000000E-03
+998.205675000E-03,+437.499997136E-03
+998.205680000E-03,+406.250001622E-03
+998.205685000E-03,+375.000001812E-03
+998.205690000E-03,+406.249997998E-03
+998.205695000E-03,+375.000002191E-03
+998.205700000E-03,+375.000000000E-03
+998.205705000E-03,+343.750002571E-03
+998.205710000E-03,+374.999997239E-03
+998.205715000E-03,+375.000000000E-03
+998.205720000E-03,+375.000000000E-03
+998.205725000E-03,+406.249996669E-03
+998.205730000E-03,+375.000003521E-03
+998.205735000E-03,+343.750003711E-03
+998.205740000E-03,+406.249992198E-03
+998.205745000E-03,+375.000004091E-03
+998.205750000E-03,+406.249995719E-03
+998.205755000E-03,+406.250000000E-03
+998.205760000E-03,+406.250000000E-03
+998.205765000E-03,+375.000004850E-03
+998.205770000E-03,+375.000000000E-03
+998.205775000E-03,+375.000000000E-03
+998.205780000E-03,+375.000000000E-03
+998.205785000E-03,+406.249994390E-03
+998.205790000E-03,+406.250000000E-03
+998.205795000E-03,+375.000005990E-03
+998.205800000E-03,+375.000000000E-03
+998.205805000E-03,+375.000000000E-03
+998.205810000E-03,+375.000000000E-03
+998.205815000E-03,+406.249993250E-03
+998.205820000E-03,+375.000006940E-03
+998.205825000E-03,+375.000000000E-03
+998.205830000E-03,+375.000000000E-03
+998.205835000E-03,+375.000000000E-03
+998.205840000E-03,+375.000000000E-03
+998.205845000E-03,+406.249992111E-03
+998.205850000E-03,+375.000008079E-03
+998.205855000E-03,+375.000000000E-03
+998.205860000E-03,+375.000000000E-03
+998.205865000E-03,+375.000000000E-03
+998.205870000E-03,+406.249991161E-03
+998.205875000E-03,+406.250000000E-03
+998.205880000E-03,+375.000009219E-03
+998.205885000E-03,+375.000000000E-03
+998.205890000E-03,+406.249990402E-03
+998.205895000E-03,+375.000009788E-03
+998.205900000E-03,+375.000000000E-03
+998.205905000E-03,+375.000000000E-03
+998.205910000E-03,+375.000000000E-03
+998.205915000E-03,+406.249989452E-03
+998.205920000E-03,+375.000010738E-03
+998.205925000E-03,+406.249989072E-03
+998.205930000E-03,+375.000011118E-03
+998.205935000E-03,+375.000000000E-03
+998.205940000E-03,+375.000000000E-03
+998.205945000E-03,+375.000000000E-03
+998.205950000E-03,+375.000000000E-03
+998.205955000E-03,+406.249987933E-03
+998.205960000E-03,+406.250000000E-03
+998.205965000E-03,+375.000012447E-03
+998.205970000E-03,+375.000000000E-03
+998.205975000E-03,+375.000000000E-03
+998.205980000E-03,+375.000000000E-03
+998.205985000E-03,+375.000000000E-03
+998.205990000E-03,+437.499973206E-03
+998.205995000E-03,+406.250013587E-03
+998.206000000E-03,+406.250000000E-03
+998.206005000E-03,+375.000013967E-03
+998.206010000E-03,+406.249985843E-03
+998.206015000E-03,+375.000014346E-03
+998.206020000E-03,+375.000000000E-03
+998.206025000E-03,+375.000000000E-03
+998.206030000E-03,+375.000000000E-03
+998.206035000E-03,+406.249984894E-03
+998.206040000E-03,+375.000015296E-03
+998.206045000E-03,+375.000000000E-03
+998.206050000E-03,+406.249984324E-03
+998.206055000E-03,+375.000015866E-03
+998.206060000E-03,+375.000000000E-03
+998.206065000E-03,+406.249983754E-03
+998.206070000E-03,+375.000016436E-03
+998.206075000E-03,+406.249983375E-03
+998.206080000E-03,+406.250000000E-03
+998.206085000E-03,+375.000017005E-03
+998.206090000E-03,+406.249982805E-03
+998.206095000E-03,+406.250000000E-03
+998.206100000E-03,+375.000017575E-03
+998.206105000E-03,+375.000000000E-03
+998.206110000E-03,+406.249982045E-03
+998.206115000E-03,+406.250000000E-03
+998.206120000E-03,+375.000018335E-03
+998.206125000E-03,+375.000000000E-03
+998.206130000E-03,+406.249981285E-03
+998.206135000E-03,+375.000018905E-03
+998.206140000E-03,+375.000000000E-03
+998.206145000E-03,+375.000000000E-03
+998.206150000E-03,+375.000000000E-03
+998.206155000E-03,+406.249980336E-03
+998.206160000E-03,+375.000019854E-03
+998.206165000E-03,+343.750020044E-03
+998.206170000E-03,+406.249959532E-03
+998.206175000E-03,+343.750040848E-03
+998.206180000E-03,+374.999979386E-03
+998.206185000E-03,+343.750020804E-03
+998.206190000E-03,+374.999979006E-03
+998.206195000E-03,+437.499957633E-03
+998.206200000E-03,+375.000042747E-03
+998.206205000E-03,+375.000000000E-03
+998.206210000E-03,+375.000000000E-03
+998.206215000E-03,+343.750021943E-03
+998.206220000E-03,+374.999977867E-03
+998.206225000E-03,+375.000000000E-03
+998.206230000E-03,+406.249977487E-03
+998.206235000E-03,+375.000022703E-03
+998.206240000E-03,+406.249977107E-03
+998.206245000E-03,+375.000023083E-03
+998.206250000E-03,+406.249976727E-03
+998.206255000E-03,+375.000023463E-03
+998.206260000E-03,+406.249976347E-03
+998.206265000E-03,+375.000023842E-03
+998.206270000E-03,+406.249975968E-03
+998.206275000E-03,+406.250000000E-03
+998.206280000E-03,+375.000024412E-03
+998.206285000E-03,+375.000000000E-03
+998.206290000E-03,+375.000000000E-03
+998.206295000E-03,+375.000000000E-03
+998.206300000E-03,+375.000000000E-03
+998.206305000E-03,+375.000000000E-03
+998.206310000E-03,+375.000000000E-03
+998.206315000E-03,+375.000000000E-03
+998.206320000E-03,+375.000000000E-03
+998.206325000E-03,+406.249973878E-03
+998.206330000E-03,+406.250000000E-03
+998.206335000E-03,+343.750053003E-03
+998.206340000E-03,+374.999973309E-03
+998.206345000E-03,+375.000000000E-03
+998.206350000E-03,+375.000000000E-03
+998.206355000E-03,+375.000000000E-03
+998.206360000E-03,+375.000000000E-03
+998.206365000E-03,+343.750027641E-03
+998.206370000E-03,+406.249944338E-03
+998.206375000E-03,+406.250000000E-03
+998.206380000E-03,+375.000028211E-03
+998.206385000E-03,+312.500056801E-03
+998.206390000E-03,+374.999942819E-03
+998.206395000E-03,+406.249971220E-03
+998.206400000E-03,+406.250000000E-03
+998.206405000E-03,+343.750058321E-03
+998.206410000E-03,+374.999970650E-03
+998.206415000E-03,+375.000000000E-03
+998.206420000E-03,+375.000000000E-03
+998.206425000E-03,+406.249970080E-03
+998.206430000E-03,+375.000030110E-03
+998.206435000E-03,+406.249969700E-03
+998.206440000E-03,+375.000030490E-03
+998.206445000E-03,+375.000000000E-03
