x-axis,1
second,Volt
+997.901678000E-03,+1.662249982357E+00
+997.901679000E-03,+1.662249982357E+00
+997.901680000E-03,+1.662249982357E+00
+997.901681000E-03,+1.662249982357E+00
+997.901682000E-03,+1.662249982357E+00
+997.901683000E-03,+1.662249982357E+00
+997.901684000E-03,+1.677874980348E+00
+997.901685000E-03,+1.662249984808E+00
+997.901686000E-03,+1.677874979464E+00
+997.901687000E-03,+1.677874982357E+00
+997.901688000E-03,+1.662249986133E+00
+997.901689000E-03,+1.677874978139E+00
+997.901690000E-03,+1.662249987017E+00
+997.901691000E-03,+1.662249982357E+00
+997.901692000E-03,+1.677874976813E+00
+997.901693000E-03,+1.662249988343E+00
+997.901694000E-03,+1.677874975929E+00
+997.901695000E-03,+1.662249989227E+00
+997.901696000E-03,+1.677874975045E+00
+997.901697000E-03,+1.693499974604E+00
+997.901698000E-03,+1.662249998748E+00
+997.901699000E-03,+1.662249982357E+00
+997.901700000E-03,+1.677874973278E+00
+997.901701000E-03,+1.662249991878E+00
+997.901702000E-03,+1.662249982357E+00
+997.901703000E-03,+1.662249982357E+00
+997.901704000E-03,+1.662249982357E+00
+997.901705000E-03,+1.677874971068E+00
+997.901706000E-03,+1.677874982357E+00
+997.901707000E-03,+1.677874982357E+00
+997.901708000E-03,+1.693499969743E+00
+997.901709000E-03,+1.662250008470E+00
+997.901710000E-03,+1.662249982357E+00
+997.901711000E-03,+1.662249982357E+00
+997.901712000E-03,+1.662249982357E+00
+997.901713000E-03,+1.677874967533E+00
+997.901714000E-03,+1.662249997623E+00
+997.901715000E-03,+1.662249982357E+00
+997.901716000E-03,+1.662249982357E+00
+997.901717000E-03,+1.646624998949E+00
+997.901718000E-03,+1.662249965324E+00
+997.901719000E-03,+1.677874964882E+00
+997.901720000E-03,+1.677874982357E+00
+997.901721000E-03,+1.677874982357E+00
+997.901722000E-03,+1.662250001158E+00
+997.901723000E-03,+1.646625001600E+00
+997.901724000E-03,+1.677874942987E+00
+997.901725000E-03,+1.662250002484E+00
+997.901726000E-03,+1.662249982357E+00
+997.901727000E-03,+1.677874961346E+00
+997.901728000E-03,+1.677874982357E+00
+997.901729000E-03,+1.677874982357E+00
+997.901730000E-03,+1.662250004693E+00
+997.901731000E-03,+1.677874959579E+00
+997.901732000E-03,+1.677874982357E+00
+997.901733000E-03,+1.662250006019E+00
+997.901734000E-03,+1.662249982357E+00
+997.901735000E-03,+1.662249982357E+00
+997.901736000E-03,+1.677874957369E+00
+997.901737000E-03,+1.677874982357E+00
+997.901738000E-03,+1.677874982357E+00
+997.901739000E-03,+1.662250008671E+00
+997.901740000E-03,+1.677874955602E+00
+997.901741000E-03,+1.662250009554E+00
+997.901742000E-03,+1.662249982357E+00
+997.901743000E-03,+1.677874954276E+00
+997.901744000E-03,+1.662250010880E+00
+997.901745000E-03,+1.677874953392E+00
+997.901746000E-03,+1.677874982357E+00
+997.901747000E-03,+1.677874982357E+00
+997.901748000E-03,+1.677874982357E+00
+997.901749000E-03,+1.662250013090E+00
+997.901750000E-03,+1.677874951183E+00
+997.901751000E-03,+1.662250013973E+00
+997.901752000E-03,+1.677874950299E+00
+997.901753000E-03,+1.677874982357E+00
+997.901754000E-03,+1.662250015299E+00
+997.901755000E-03,+1.662249982357E+00
+997.901756000E-03,+1.677874948531E+00
+997.901757000E-03,+1.662250016625E+00
+997.901758000E-03,+1.677874947647E+00
+997.901759000E-03,+1.662250017509E+00
+997.901760000E-03,+1.677874946764E+00
+997.901761000E-03,+1.677874982357E+00
+997.901762000E-03,+1.662250018834E+00
+997.901763000E-03,+1.662249982357E+00
+997.901764000E-03,+1.677874944996E+00
+997.901765000E-03,+1.646625057963E+00
+997.901766000E-03,+1.662249944112E+00
+997.901767000E-03,+1.662249982357E+00
+997.901768000E-03,+1.677874943228E+00
+997.901769000E-03,+1.677874982357E+00
+997.901770000E-03,+1.677874982357E+00
+997.901771000E-03,+1.677874982357E+00
+997.901772000E-03,+1.677874982357E+00
+997.901773000E-03,+1.662250023695E+00
+997.901774000E-03,+1.662249982357E+00
+997.901775000E-03,+1.662249982357E+00
+997.901776000E-03,+1.662249982357E+00
+997.901777000E-03,+1.662249982357E+00
+997.901778000E-03,+1.662249982357E+00
+997.901779000E-03,+1.662249982357E+00
+997.901780000E-03,+1.677874937925E+00
+997.901781000E-03,+1.662250027231E+00
+997.901782000E-03,+1.662249982357E+00
+997.901783000E-03,+1.662249982357E+00
+997.901784000E-03,+1.677874936158E+00
+997.901785000E-03,+1.677874982357E+00
+997.901786000E-03,+1.677874982357E+00
+997.901787000E-03,+1.662250029882E+00
+997.901788000E-03,+1.677874934390E+00
+997.901789000E-03,+1.646625079175E+00
+997.901790000E-03,+1.662249933506E+00
+997.901791000E-03,+1.662249982357E+00
+997.901792000E-03,+1.662249982357E+00
+997.901793000E-03,+1.677874932181E+00
+997.901794000E-03,+1.677874982357E+00
+997.901795000E-03,+1.662250033417E+00
+997.901796000E-03,+1.677874930855E+00
+997.901797000E-03,+1.646625086245E+00
+997.901798000E-03,+1.677874877585E+00
+997.901799000E-03,+1.662250035185E+00
+997.901800000E-03,+1.677874929087E+00
+997.901801000E-03,+1.677874982357E+00
+997.901802000E-03,+1.677874982357E+00
+997.901803000E-03,+1.677874982357E+00
+997.901804000E-03,+1.677874982357E+00
+997.901805000E-03,+1.662250037836E+00
+997.901806000E-03,+1.677874926436E+00
+997.901807000E-03,+1.677874982357E+00
+997.901808000E-03,+1.677874982357E+00
+997.901809000E-03,+1.662250039604E+00
+997.901810000E-03,+1.662249982357E+00
+997.901811000E-03,+1.662249982357E+00
+997.901812000E-03,+1.677874923784E+00
+997.901813000E-03,+1.646625100386E+00
+997.901814000E-03,+1.662249922901E+00
+997.901815000E-03,+1.662249982357E+00
+997.901816000E-03,+1.662249982357E+00
+997.901817000E-03,+1.677874921575E+00
+997.901818000E-03,+1.677874982357E+00
+997.901819000E-03,+1.662250044023E+00
+997.901820000E-03,+1.662249982357E+00
+997.901821000E-03,+1.646625044907E+00
+997.901822000E-03,+1.662249919365E+00
+997.901823000E-03,+1.677874918923E+00
+997.901824000E-03,+1.662250046232E+00
+997.901825000E-03,+1.662249982357E+00
+997.901826000E-03,+1.662249982357E+00
+997.901827000E-03,+1.662249982357E+00
+997.901828000E-03,+1.677874916714E+00
+997.901829000E-03,+1.646625114527E+00
+997.901830000E-03,+1.677874849303E+00
+997.901831000E-03,+1.662250049326E+00
